"Name","TID","NPC","Cart","Scale","CollisionShape","SpawnToBuilding","SpawnToObstacle","SpawnToNation","MaxCompletions","CooldownSeconds","MinNationLevel","MaxNationLevel","BuildingNeeded","BuildingLevelNeeded","TechNeeded","OtherChallengeNeeded","OtherChallengeStagesCompleteNeeded","Stage","AvailableTID","AvailableSCW","AvailableIconSWF","AvailableIconExportName","AvailableSeconds","AvailableBGExportName","ActiveTID","ActiveSCW","ActiveIconSWF","ActiveIconExportName","ActiveSeconds","ActiveBGExportName","TaskCount","CoinTaskMinPercentage","CoinTaskMaxPercentage","RequiredAmountPercentage","CoinRewardSizePercentage","KnowledgeRewardSizePercentage","ReputationRewardSizePercentage","ResourceOrTag1","ResourceOrTag2","ResourceOrTag3","WorkerJobSeconds","WorkerJobTID","WorkerJobBGExportName","WorkerJobProfession","WorkerJobRewardData1","WorkerJobRewardAmount1","WorkerJobRewardData2","WorkerJobRewardAmount2","WorkerJobRewardReputation","WorkerJobRewardNationKnowledge","WinTID","WinSCW","WinIconSWF","WinIconExportName","WinBGExportName","LoseTID","LoseSCW","LoseIconSWF","LoseIconExportName","LoseBGExportName","ReviewSeconds","RewardPerk","RewardPerkSeconds","RewardNationKnowledge","RewardTradePartner","PreventTaskGemming","NoTaskFiltering","EvenTaskRequirementDistribution","FixedVillageLevelForTasks","Pool","OnCompletionStartChallenges","RewardIcons","RewardIconTooltips"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25200,"TID_CHALLENGE030_DYESHOPEXPLOSION_STAGE3_JOB_13","bg_image_valley_construction","Builder","DyeRed",18,,,18,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE030_DYESHOPEXPLOSION_STAGE3_JOB_14","bg_image_village_library","Researcher","DyeBlue",15,,,20,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32400,"TID_CHALLENGE030_DYESHOPEXPLOSION_STAGE3_JOB_15","bg_image_valley_construction","Builder","DyeYellow",17,,,23,,,,,,,,,,,,,,,,,,,,,,,,
"Challenge031_BergerSeaTrip","TID_CHALLENGE031_BERGERSEATRIP_TITLE","IcebergIslesCaptain","ChallengeCart",100,"Academy",,,"ChallengeSiteGrass5",1,1209600,4,,"Castle",4,,,,1,"TID_CHALLENGE031_BERGERSEATRIP_INTRO","prefab/valley_event_berger_sea_trip.pfb#stage1","sc/ui.sc","sticker_iceberg_isles_wave",-1,"bg_image_valley_event_berger_seatrip","TID_CHALLENGE031_BERGERSEATRIP_STAGE1","prefab/valley_event_berger_sea_trip.pfb#stage1","sc/ui.sc","sticker_iceberg_isles_working",-1,"bg_image_valley_event_berger_seatrip",,,,,,,,,,,43200,"TID_CHALLENGE031_BERGERSEATRIP_STAGE1_JOB_01","bg_image_village_resource_wood","Lumberjack","Coins",756,,,57,,"TID_CHALLENGE031_BERGERSEATRIP_WIN","prefab/valley_event_berger_sea_trip.pfb#stage1","sc/ui.sc","sticker_iceberg_isles_celebrate","bg_image_valley_event_berger_seatrip","TID_CHALLENGE031_BERGERSEATRIP_LOSE_STAGE1","prefab/valley_event_berger_sea_trip.pfb#stage1","sc/ui.sc","sticker_iceberg_isles_wave","bg_image_valley_event_berger_seatrip",86400,,,,"TradePartner004_IcebergIsles","TRUE",,,,"Intro",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE031_BERGERSEATRIP_STAGE1_JOB_02","bg_image_village_library","Researcher","Coins",630,,,47,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72000,"TID_CHALLENGE031_BERGERSEATRIP_STAGE1_JOB_03","bg_image_village_library","Researcher","Coins",1260,,,95,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE031_BERGERSEATRIP_STAGE1_JOB_04","bg_image_valley_construction","Builder","Coins",252,,,19,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE031_BERGERSEATRIP_STAGE1_JOB_05","bg_image_village_resource_stone","Stonemason","Coins",378,,,28,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE031_BERGERSEATRIP_STAGE1_JOB_06","bg_image_valley_background",,"Coins",189,,,14,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE031_BERGERSEATRIP_STAGE1_JOB_07","bg_image_village_library","Researcher","Coins",504,,,38,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50400,"TID_CHALLENGE031_BERGERSEATRIP_STAGE1_JOB_08","bg_image_village_library","Researcher","Coins",882,,,66,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE031_BERGERSEATRIP_STAGE1_JOB_09","bg_image_valley_background",,"Coins",189,,,14,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE031_BERGERSEATRIP_STAGE1_JOB_10","bg_image_village_resource_stone","Stonemason","Coins",378,,,28,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE031_BERGERSEATRIP_STAGE1_JOB_11","bg_image_village_library","Researcher","Coins",504,,,38,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE031_BERGERSEATRIP_STAGE1_JOB_12","bg_image_village_library","Researcher","Coins",504,,,38,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,"TID_CHALLENGE031_BERGERSEATRIP_STAGE1_JOB_13","bg_image_village_library","Researcher","Coins",756,,,57,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE031_BERGERSEATRIP_STAGE1_JOB_14","bg_image_village_library","Researcher","Coins",504,,,38,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE031_BERGERSEATRIP_STAGE1_JOB_15","bg_image_valley_background",,"Coins",378,,,28,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57600,"TID_CHALLENGE031_BERGERSEATRIP_STAGE1_JOB_16","bg_image_village_library","Researcher","Coins",1008,,,76,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,"TID_CHALLENGE031_BERGERSEATRIP_STAGE1_JOB_17","bg_image_village_library","Researcher","Coins",756,,,57,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32400,"TID_CHALLENGE031_BERGERSEATRIP_STAGE1_JOB_18","bg_image_village_library","Researcher","Coins",567,,,43,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,,,,,,,"TID_CHALLENGE031_BERGERSEATRIP_STAGE2","prefab/valley_event_berger_sea_trip.pfb#stage1","sc/ui.sc","sticker_iceberg_isles_wave",-1,"bg_image_valley_event_berger_seatrip",60,100,100,70,120,100,100,"SweetHerring","SaltedFish",,,,,,,,,,,,,,,,,"TID_CHALLENGE031_BERGERSEATRIP_LOSE_STAGE2","prefab/valley_event_berger_sea_trip.pfb#stage1","sc/ui.sc","sticker_iceberg_isles_wave","bg_image_valley_event_berger_seatrip",,,,,,,"TRUE","TRUE",8,,,,
"Challenge032_ReadyOreNot","TID_CHALLENGE032_READYORENOT_TITLE","Librarian","ChallengeCart",100,"Academy",,,"ChallengeSiteGreatLibrary",1,1209600,4,,"Castle",4,,"Challenge031_BergerSeaTrip",2,1,"TID_CHALLENGE032_READYORENOT_INTRO","prefab/valley_event_ready_ore_not.pfb#stage1","sc/ui.sc","sticker_librarian_wave",-1,"bg_image_valley_event_ready_ore_not","TID_CHALLENGE032_READYORENOT_STAGE1","prefab/valley_event_ready_ore_not.pfb#stage1","sc/ui.sc","sticker_librarian_working",-1,"bg_image_valley_event_ready_ore_not",60,100,100,120,120,100,100,"IronOre",,,,,,,,,,,,,"TID_CHALLENGE032_READYORENOT_WIN","prefab/valley_event_ready_ore_not.pfb#stage1","sc/ui.sc","sticker_librarian_celebrate","bg_image_valley_event_ready_ore_not","TID_CHALLENGE032_READYORENOT_LOSE_STAGE1","prefab/valley_event_ready_ore_not.pfb#stage1","sc/ui.sc","sticker_librarian_thankyou","bg_image_valley_event_ready_ore_not",86400,,,1000,,"TRUE","TRUE","TRUE",9,"Intro",,,
,,,,,,,,,,,,,,,,,,2,,,,,,,"TID_CHALLENGE032_READYORENOT_STAGE2","prefab/valley_event_ready_ore_not.pfb#stage1","sc/ui.sc","sticker_librarian_working",-1,"bg_image_valley_event_ready_ore_not",,,,,,,,,,,36000,"TID_CHALLENGE032_READYORENOT_STAGE2_JOB_01","bg_image_village_resource_stone","Stonemason","Science",90,,,,,,,,,,"TID_CHALLENGE032_READYORENOT_LOSE_STAGE2","prefab/valley_event_ready_ore_not.pfb#stage1","sc/ui.sc","sticker_librarian_thankyou","bg_image_valley_event_ready_ore_not",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE032_READYORENOT_STAGE2_JOB_02","bg_image_village_library","Researcher","Science",54,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000,"TID_CHALLENGE032_READYORENOT_STAGE2_JOB_03","bg_image_village_library","Researcher","Science",45,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE032_READYORENOT_STAGE2_JOB_04","bg_image_village_library","Researcher","Science",36,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,"TID_CHALLENGE032_READYORENOT_STAGE2_JOB_05","bg_image_valley_background",,"Science",18,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE032_READYORENOT_STAGE2_JOB_06","bg_image_valley_background",,"Science",36,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE032_READYORENOT_STAGE2_JOB_07","bg_image_village_library","Researcher","Science",72,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE032_READYORENOT_STAGE2_JOB_08","bg_image_village_library","Researcher","Science",54,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE032_READYORENOT_STAGE2_JOB_09","bg_image_village_library","Researcher","Science",54,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000,"TID_CHALLENGE032_READYORENOT_STAGE2_JOB_10","bg_image_village_library","Researcher","Science",45,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,"TID_CHALLENGE032_READYORENOT_STAGE2_JOB_11","bg_image_village_library","Researcher","Science",108,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE032_READYORENOT_STAGE2_JOB_12","bg_image_village_library","Researcher","Science",90,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE032_READYORENOT_STAGE2_JOB_13","bg_image_village_library","Researcher","Science",72,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,"TID_CHALLENGE032_READYORENOT_STAGE2_JOB_14","bg_image_valley_construction","Builder","Science",108,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE032_READYORENOT_STAGE2_JOB_15","bg_image_valley_construction","Builder","Science",36,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Challenge033_ThisOreThat","TID_CHALLENGE033_THISORETHAT_TITLE","Builder","ChallengeCart",100,"Academy",,,"ChallengeSiteGrass3",1,1209600,4,,"Castle",4,,"Challenge031_BergerSeaTrip",2,1,"TID_CHALLENGE033_THISORETHAT_INTRO","prefab/valley_event_this_ore_that.pfb#stage1","sc/ui.sc","sticker_builder_wave",-1,"bg_image_valley_event_this_ore_that","TID_CHALLENGE033_THISORETHAT_STAGE1","prefab/valley_event_this_ore_that.pfb#stage1","sc/ui.sc","sticker_builder_working",-1,"bg_image_valley_event_this_ore_that",90,100,100,120,120,100,100,"IronOre","Wood",,,,,,,,,,,,"TID_CHALLENGE033_THISORETHAT_WIN","prefab/valley_event_this_ore_that.pfb#stage3","sc/ui.sc","sticker_builder_celebrate","bg_image_valley_event_this_ore_that","TID_CHALLENGE033_THISORETHAT_LOSE_STAGE1","prefab/valley_event_this_ore_that.pfb#stage1","sc/ui.sc","sticker_builder_thankyou","bg_image_valley_event_this_ore_that",86400,,,1000,,"TRUE","TRUE","TRUE",9,"Intro",,,
,,,,,,,,,,,,,,,,,,2,,,,,,,"TID_CHALLENGE033_THISORETHAT_STAGE2","prefab/valley_event_this_ore_that.pfb#stage2","sc/ui.sc","sticker_builder_working",-1,"bg_image_valley_event_this_ore_that",,,,,,,,,,,43200,"TID_CHALLENGE033_THISORETHAT_STAGE2_JOB_01","bg_image_village_resource_wood","Lumberjack","Science",108,,,,,,,,,,"TID_CHALLENGE033_THISORETHAT_LOSE_STAGE2","prefab/valley_event_this_ore_that.pfb#stage2","sc/ui.sc","sticker_builder_thankyou","bg_image_valley_event_this_ore_that",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50400,"TID_CHALLENGE033_THISORETHAT_STAGE2_JOB_02","bg_image_village_resource_wood","Lumberjack","Science",126,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE033_THISORETHAT_STAGE2_JOB_03","bg_image_village_resource_wood","Lumberjack","Science",90,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57600,"TID_CHALLENGE033_THISORETHAT_STAGE2_JOB_04","bg_image_village_resource_wood","Lumberjack","Science",144,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,"TID_CHALLENGE033_THISORETHAT_STAGE2_JOB_05","bg_image_village_resource_stone","Stonemason","Science",108,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50400,"TID_CHALLENGE033_THISORETHAT_STAGE2_JOB_06","bg_image_village_resource_stone","Stonemason","Science",126,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE033_THISORETHAT_STAGE2_JOB_07","bg_image_village_resource_stone","Stonemason","Science",90,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57600,"TID_CHALLENGE033_THISORETHAT_STAGE2_JOB_08","bg_image_village_resource_stone","Stonemason","Science",144,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE033_THISORETHAT_STAGE2_JOB_09","bg_image_valley_background",,"Science",54,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE033_THISORETHAT_STAGE2_JOB_10","bg_image_valley_background",,"Science",54,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,"TID_CHALLENGE033_THISORETHAT_STAGE2_JOB_11","bg_image_village_library","Researcher","Science",108,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,"TID_CHALLENGE033_THISORETHAT_STAGE2_JOB_12","bg_image_village_library","Researcher","Science",108,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57600,"TID_CHALLENGE033_THISORETHAT_STAGE2_JOB_13","bg_image_village_library","Researcher","Science",144,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE033_THISORETHAT_STAGE2_JOB_14","bg_image_village_library","Researcher","Science",54,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE033_THISORETHAT_STAGE2_JOB_15","bg_image_village_library","Researcher","Science",36,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Challenge034_SacredTreeFestival","TID_CHALLENGE034_SACREDTREEFESTIVAL_TITLE","SummeryWoodsCaptain","ChallengeCart",100,"Academy",,,"ChallengeSiteRiver1",1,1209600,4,,"Castle",6,,"Challenge031_BergerSeaTrip",2,1,"TID_CHALLENGE034_SACREDTREEFESTIVAL_INTRO","prefab/valley_event_scared_tree.pfb#stage1","sc/ui.sc","sticker_summery_woods_wave",-1,"bg_image_valley_event_sacred_tree_festival","TID_CHALLENGE034_SACREDTREEFESTIVAL_STAGE1","prefab/valley_event_scared_tree.pfb#stage1","sc/ui.sc","sticker_summery_woods_working",-1,"bg_image_valley_event_sacred_tree_festival",45,100,100,30,120,100,100,"CraftsDyeBasic",,,,,,,,,,,,,"TID_CHALLENGE034_SACREDTREEFESTIVAL_WIN","prefab/valley_event_scared_tree.pfb#stage1","sc/ui.sc","sticker_summery_woods_celebrate","bg_image_valley_event_sacred_tree_festival","TID_CHALLENGE034_SACREDTREEFESTIVAL_LOSE_STAGE1","prefab/valley_event_scared_tree.pfb#stage1","sc/ui.sc","sticker_summery_woods_wave","bg_image_valley_event_sacred_tree_festival",86400,,,,"TradePartner003_SummeryWoods","TRUE","TRUE","TRUE",9,"Intro",,,
,,,,,,,,,,,,,,,,,,2,,,,,,,"TID_CHALLENGE034_SACREDTREEFESTIVAL_STAGE2","prefab/valley_event_scared_tree.pfb#stage1","sc/ui.sc","sticker_summery_woods_working",-1,"bg_image_valley_event_sacred_tree_festival",,,,,,,,,,,18000,"TID_CHALLENGE034_SACREDTREEFESTIVAL_STAGE2_JOB_01","bg_image_valley_background",,"Coins",315,,,24,,,,,,,"TID_CHALLENGE034_SACREDTREEFESTIVAL_LOSE_STAGE2","prefab/valley_event_scared_tree.pfb#stage1","sc/ui.sc","sticker_summery_woods_wave","bg_image_valley_event_sacred_tree_festival",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000,"TID_CHALLENGE034_SACREDTREEFESTIVAL_STAGE2_JOB_02","bg_image_valley_background",,"Coins",315,,,24,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE034_SACREDTREEFESTIVAL_STAGE2_JOB_03","bg_image_valley_background",,"Coins",504,,,38,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE034_SACREDTREEFESTIVAL_STAGE2_JOB_04","bg_image_valley_background",,"Coins",378,,,28,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE034_SACREDTREEFESTIVAL_STAGE2_JOB_05","bg_image_valley_background",,"Coins",252,,,19,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE034_SACREDTREEFESTIVAL_STAGE2_JOB_06","bg_image_valley_background",,"Coins",252,,,19,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE034_SACREDTREEFESTIVAL_STAGE2_JOB_07","bg_image_valley_background",,"Coins",189,,,14,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64800,"TID_CHALLENGE034_SACREDTREEFESTIVAL_STAGE2_JOB_08","bg_image_village_library","Researcher","Coins",1134,,,85,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,"TID_CHALLENGE034_SACREDTREEFESTIVAL_STAGE2_JOB_09","bg_image_valley_background",,"Coins",756,,,57,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE034_SACREDTREEFESTIVAL_STAGE2_JOB_10","bg_image_valley_background",,"Coins",252,,,19,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE034_SACREDTREEFESTIVAL_STAGE2_JOB_11","bg_image_valley_background",,"Coins",252,,,19,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,"TID_CHALLENGE034_SACREDTREEFESTIVAL_STAGE2_JOB_12","bg_image_valley_background",,"Coins",126,,,9,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,"TID_CHALLENGE034_SACREDTREEFESTIVAL_STAGE2_JOB_13","bg_image_valley_background",,"Coins",126,,,9,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE034_SACREDTREEFESTIVAL_STAGE2_JOB_14","bg_image_valley_background",,"Coins",252,,,19,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000,"TID_CHALLENGE034_SACREDTREEFESTIVAL_STAGE2_JOB_15","bg_image_valley_background",,"Coins",315,,,24,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,"TID_CHALLENGE034_SACREDTREEFESTIVAL_STAGE2_JOB_16","bg_image_valley_background",,"Coins",126,,,9,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50400,"TID_CHALLENGE034_SACREDTREEFESTIVAL_STAGE2_JOB_17","bg_image_village_library","Researcher","Coins",882,,,66,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE034_SACREDTREEFESTIVAL_STAGE2_JOB_18","bg_image_valley_background",,"Coins",504,,,38,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE034_SACREDTREEFESTIVAL_STAGE2_JOB_19","bg_image_valley_background",,"Coins",189,,,14,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE034_SACREDTREEFESTIVAL_STAGE2_JOB_20","bg_image_valley_background",,"Coins",252,,,19,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE034_SACREDTREEFESTIVAL_STAGE2_JOB_21","bg_image_valley_background",,"Coins",252,,,19,,,,,,,,,,,,,,,,,,,,,,,,
"Challenge035_GobbleFish","TID_CHALLENGE035_GOBBLEFISH_TITLE","HarbourMaster","ChallengeCart",100,"Academy",,,"ChallengeSiteGobbleMain",,259200,4,,,,,,,1,"TID_CHALLENGE035_GOBBLEFISH_INTRO","prefab/valley_event_gobblefish_gold_collect_main.pfb#stage1","sc/ui.sc","sticker_harbormaster_wave",86400,"bg_image_valley_event_gobbler_fish","TID_CHALLENGE035_GOBBLEFISH_STAGE1","prefab/valley_event_gobblefish_gold_collect_main.pfb#stage1","sc/ui.sc","sticker_harbormaster_working",86400,"bg_image_valley_event_gobbler_fish",30,100,100,80,100,100,100,"FoodVillageCraft","FoodCrafted",,,,,,,,,,,,"TID_CHALLENGE035_GOBBLEFISH_WIN","prefab/valley_event_gobblefish_gold_collect_main.pfb#stage1","sc/ui.sc","sticker_harbormaster_celebrate","bg_image_valley_event_gobbler_fish","TID_CHALLENGE035_GOBBLEFISH_LOSE_STAGE1","prefab/valley_event_gobblefish_gold_collect_main.pfb#stage1","sc/ui.sc","sticker_harbormaster_thankyou","bg_image_valley_event_gobbler_fish",86400,"FasterBundleAcademy",259200,,,,,,,"Calendar","Challenge036_GobbleFish_GoldPiles_A",,
,,,,,,,,,,,,,,,,,,2,,,,,,,"TID_CHALLENGE035_GOBBLEFISH_STAGE2","prefab/valley_event_gobblefish_gold_collect_main.pfb#stage1","sc/ui.sc","sticker_harbormaster_working",86400,"bg_image_valley_event_gobbler_fish",48,100,100,80,100,100,100,"ConstructionBasic",,,,,,,,,,,,,,,,,,"TID_CHALLENGE035_GOBBLEFISH_LOSE_STAGE2","prefab/valley_event_gobblefish_gold_collect_main.pfb#stage1","sc/ui.sc","sticker_harbormaster_thankyou","bg_image_valley_event_gobbler_fish",,,,,,,,,,,"Challenge036_GobbleFish_GoldPiles_B",,
