"ResourceCount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T31","T32","T33","T34","T35","T36","T37","T38","T39","T40","T41","T42","T43","T44","T45","T46","T47","T48","T49","T50","T51","T52","T53","T54","T55","T56","T57","T58","T59","T60"
60000,3000,3000,3000,3000,3000,2900,1900,1700,1600,1500,1400,1300,1200,1200,1100,1100,1100,1000,1000,900,900,900,900,800,800,800,800,800,800,700,700,700,700,700,700,700,600,600,600,600,600,600,600,600,600,600,600,600,500,500,500,500,500,500,500,500,500,,,
61000,3000,3000,3000,3000,3000,3000,1900,1800,1600,1500,1400,1300,1300,1200,1200,1100,1100,1000,1000,1000,900,900,900,900,800,800,800,800,800,800,700,700,700,700,700,700,700,700,600,600,600,600,600,600,600,600,600,600,600,500,500,500,500,500,500,500,500,,,
62000,3100,3100,3100,3000,3000,3000,2000,1800,1700,1500,1400,1400,1300,1200,1200,1100,1100,1000,1000,1000,900,900,900,900,900,800,800,800,800,800,700,700,700,700,700,700,700,700,700,600,600,600,600,600,600,600,600,600,600,600,600,500,500,500,500,500,500,,,
63000,3100,3100,3100,3100,3100,3100,2000,1800,1700,1600,1500,1400,1300,1200,1200,1100,1100,1100,1000,1000,1000,900,900,900,900,800,800,800,800,800,800,700,700,700,700,700,700,700,700,700,600,600,600,600,600,600,600,600,600,600,600,600,500,500,500,500,500,,,
64000,3200,3200,3100,3100,3100,3100,2000,1800,1700,1600,1500,1400,1300,1300,1200,1200,1100,1100,1000,1000,1000,1000,900,900,900,900,800,800,800,800,800,800,700,700,700,700,700,700,700,700,700,600,600,600,600,600,600,600,600,600,600,600,600,600,500,500,500,,,
65000,3200,3200,3200,3200,3200,3100,2100,1900,1700,1600,1500,1400,1300,1300,1200,1200,1100,1100,1100,1000,1000,1000,900,900,900,900,900,800,800,800,800,800,800,700,700,700,700,700,700,700,700,700,600,600,600,600,600,600,600,600,600,600,600,600,600,500,500,,,
66000,3300,3300,3200,3200,3200,3200,2100,1900,1800,1600,1500,1400,1400,1300,1200,1200,1100,1100,1100,1000,1000,1000,1000,900,900,900,900,800,800,800,800,800,800,800,700,700,700,700,700,700,700,700,700,600,600,600,600,600,600,600,600,600,600,600,600,600,600,,,
67000,3300,3300,3300,3300,3300,3200,2100,1900,1800,1600,1500,1500,1400,1300,1300,1200,1200,1100,1100,1100,1000,1000,1000,900,900,900,900,900,800,800,800,800,800,800,800,700,700,700,700,700,700,700,700,700,600,600,600,600,600,600,600,600,600,600,600,600,600,,,
68000,3400,3300,3300,3300,3300,3300,2200,2000,1800,1700,1600,1500,1400,1300,1300,1200,1200,1100,1100,1100,1000,1000,1000,1000,900,900,900,900,900,800,800,800,800,800,800,800,700,700,700,700,700,700,700,700,700,600,600,600,600,600,600,600,600,600,600,600,600,,,
69000,3400,3400,3400,3400,3300,3300,2200,2000,1800,1700,1600,1500,1400,1400,1300,1200,1200,1200,1100,1100,1100,1000,1000,1000,900,900,900,900,900,900,800,800,800,800,800,800,800,700,700,700,700,700,700,700,700,700,700,600,600,600,600,600,600,600,600,600,600,,,
70000,3400,3400,3300,3300,3300,3300,2200,2000,1800,1700,1600,1500,1400,1300,1300,1200,1200,1100,1100,1100,1000,1000,1000,1000,900,900,900,900,900,800,800,800,800,800,800,800,700,700,700,700,700,700,700,700,700,700,600,600,600,600,600,600,600,600,600,600,600,600,600,600
71000,3400,3400,3400,3400,3300,3300,2200,2000,1800,1700,1600,1500,1400,1400,1300,1300,1200,1200,1100,1100,1100,1000,1000,1000,1000,900,900,900,900,900,800,800,800,800,800,800,800,700,700,700,700,700,700,700,700,700,700,600,600,600,600,600,600,600,600,600,600,600,600,600
72000,3500,3500,3500,3400,3400,3400,2200,2000,1900,1700,1600,1500,1500,1400,1300,1300,1200,1200,1100,1100,1100,1000,1000,1000,1000,900,900,900,900,900,900,800,800,800,800,800,800,800,700,700,700,700,700,700,700,700,700,700,600,600,600,600,600,600,600,600,600,600,600,600
73000,3500,3500,3500,3500,3400,3400,2300,2100,1900,1800,1600,1600,1500,1400,1300,1300,1200,1200,1200,1100,1100,1100,1000,1000,1000,1000,900,900,900,900,900,800,800,800,800,800,800,800,800,700,700,700,700,700,700,700,700,700,700,600,600,600,600,600,600,600,600,600,600,600
74000,3500,3500,3500,3500,3500,3500,2300,2100,1900,1800,1700,1600,1500,1400,1400,1300,1300,1200,1200,1100,1100,1100,1000,1000,1000,1000,1000,900,900,900,900,900,800,800,800,800,800,800,800,800,700,700,700,700,700,700,700,700,700,700,700,600,600,600,600,600,600,600,600,600
75000,3600,3600,3600,3600,3600,3500,2300,2100,1900,1800,1700,1600,1500,1400,1400,1300,1300,1200,1200,1200,1100,1100,1100,1000,1000,1000,1000,900,900,900,900,900,900,800,800,800,800,800,800,800,800,700,700,700,700,700,700,700,700,700,700,700,600,600,600,600,600,600,600,600
76000,3700,3600,3600,3600,3600,3600,2400,2100,2000,1800,1700,1600,1500,1500,1400,1300,1300,1300,1200,1200,1100,1100,1100,1000,1000,1000,1000,1000,900,900,900,900,900,900,800,800,800,800,800,800,800,800,700,700,700,700,700,700,700,700,700,700,700,600,600,600,600,600,600,600
77000,3700,3700,3700,3600,3600,3600,2400,2200,2000,1800,1700,1600,1600,1500,1400,1400,1300,1300,1200,1200,1200,1100,1100,1100,1000,1000,1000,1000,1000,900,900,900,900,900,800,800,800,800,800,800,800,800,800,700,700,700,700,700,700,700,700,700,700,700,600,600,600,600,600,600
78000,3700,3700,3700,3700,3700,3600,2400,2200,2000,1900,1800,1700,1600,1500,1400,1400,1300,1300,1200,1200,1200,1100,1100,1100,1100,1000,1000,1000,1000,900,900,900,900,900,900,800,800,800,800,800,800,800,800,800,700,700,700,700,700,700,700,700,700,700,700,700,600,600,600,600
79000,3800,3800,3800,3700,3700,3700,2400,2200,2000,1900,1800,1700,1600,1500,1500,1400,1300,1300,1300,1200,1200,1100,1100,1100,1100,1000,1000,1000,1000,1000,900,900,900,900,900,900,800,800,800,800,800,800,800,800,800,700,700,700,700,700,700,700,700,700,700,700,700,600,600,600
80000,3800,3800,3800,3800,3800,3700,2500,2200,2100,1900,1800,1700,1600,1500,1500,1400,1400,1300,1300,1200,1200,1200,1100,1100,1100,1100,1000,1000,1000,1000,900,900,900,900,900,900,900,800,800,800,800,800,800,800,800,800,700,700,700,700,700,700,700,700,700,700,700,700,600,600
81000,3900,3900,3900,3800,3800,3800,2500,2300,2100,1900,1800,1700,1600,1600,1500,1400,1400,1300,1300,1200,1200,1200,1100,1100,1100,1100,1000,1000,1000,1000,1000,900,900,900,900,900,900,900,800,800,800,800,800,800,800,800,800,700,700,700,700,700,700,700,700,700,700,700,700,600
82000,3900,3900,3900,3900,3900,3800,2500,2300,2100,2000,1800,1700,1700,1600,1500,1400,1400,1300,1300,1300,1200,1200,1200,1100,1100,1100,1100,1000,1000,1000,1000,1000,900,900,900,900,900,900,800,800,800,800,800,800,800,800,800,800,700,700,700,700,700,700,700,700,700,700,700,700
83000,4000,4000,3900,3900,3900,3900,2600,2300,2100,2000,1900,1800,1700,1600,1500,1500,1400,1400,1300,1300,1200,1200,1200,1100,1100,1100,1100,1000,1000,1000,1000,1000,900,900,900,900,900,900,900,800,800,800,800,800,800,800,800,800,800,700,700,700,700,700,700,700,700,700,700,700
84000,4000,4000,4000,4000,3900,3900,2600,2400,2200,2000,1900,1800,1700,1600,1500,1500,1400,1400,1300,1300,1300,1200,1200,1200,1100,1100,1100,1100,1000,1000,1000,1000,1000,900,900,900,900,900,900,900,800,800,800,800,800,800,800,800,800,800,700,700,700,700,700,700,700,700,700,700
85000,4100,4100,4000,4000,4000,4000,2600,2400,2200,2000,1900,1800,1700,1600,1600,1500,1400,1400,1400,1300,1300,1200,1200,1200,1100,1100,1100,1100,1100,1000,1000,1000,1000,1000,900,900,900,900,900,900,900,800,800,800,800,800,800,800,800,800,800,700,700,700,700,700,700,700,700,700
86000,4100,4100,4100,4000,4000,4000,2700,2400,2200,2100,1900,1800,1700,1700,1600,1500,1500,1400,1400,1300,1300,1300,1200,1200,1200,1100,1100,1100,1100,1000,1000,1000,1000,1000,1000,900,900,900,900,900,900,900,800,800,800,800,800,800,800,800,800,800,700,700,700,700,700,700,700,700
87000,4200,4100,4100,4100,4100,4100,2700,2400,2200,2100,2000,1900,1800,1700,1600,1500,1500,1400,1400,1300,1300,1300,1200,1200,1200,1100,1100,1100,1100,1100,1000,1000,1000,1000,1000,900,900,900,900,900,900,900,900,800,800,800,800,800,800,800,800,800,800,700,700,700,700,700,700,700
88000,4200,4200,4100,4100,4100,4100,2700,2500,2300,2100,2000,1900,1800,1700,1600,1600,1500,1400,1400,1400,1300,1300,1300,1200,1200,1200,1100,1100,1100,1100,1000,1000,1000,1000,1000,1000,900,900,900,900,900,900,900,900,800,800,800,800,800,800,800,800,800,800,700,700,700,700,700,700
89000,4200,4200,4200,4200,4200,4200,2800,2500,2300,2100,2000,1900,1800,1700,1600,1600,1500,1500,1400,1400,1300,1300,1300,1200,1200,1200,1100,1100,1100,1100,1100,1000,1000,1000,1000,1000,1000,900,900,900,900,900,900,900,900,800,800,800,800,800,800,800,800,800,800,700,700,700,700,700
90000,4300,4300,4300,4200,4200,4200,2800,2500,2300,2200,2000,1900,1800,1700,1700,1600,1500,1500,1400,1400,1300,1300,1300,1200,1200,1200,1200,1100,1100,1100,1100,1100,1000,1000,1000,1000,1000,1000,900,900,900,900,900,900,900,900,800,800,800,800,800,800,800,800,800,800,700,700,700,700
91000,4300,4300,4300,4300,4300,4300,2800,2600,2300,2200,2000,1900,1800,1700,1700,1600,1600,1500,1400,1400,1400,1300,1300,1300,1200,1200,1200,1200,1100,1100,1100,1100,1000,1000,1000,1000,1000,1000,900,900,900,900,900,900,900,900,800,800,800,800,800,800,800,800,800,800,800,800,700,700
92000,4400,4300,4300,4300,4300,4300,2800,2600,2400,2200,2100,1900,1900,1800,1700,1600,1600,1500,1500,1400,1400,1300,1300,1300,1200,1200,1200,1200,1100,1100,1100,1100,1100,1000,1000,1000,1000,1000,1000,900,900,900,900,900,900,900,900,800,800,800,800,800,800,800,800,800,800,800,800,700
93000,4400,4400,4400,4300,4300,4300,2900,2600,2400,2200,2100,2000,1900,1800,1700,1600,1600,1500,1500,1400,1400,1400,1300,1300,1300,1200,1200,1200,1200,1100,1100,1100,1100,1000,1000,1000,1000,1000,1000,1000,900,900,900,900,900,900,900,900,800,800,800,800,800,800,800,800,800,800,800,800
94000,4500,4500,4400,4400,4400,4400,2900,2600,2400,2200,2100,2000,1900,1800,1700,1700,1600,1500,1500,1500,1400,1400,1300,1300,1300,1200,1200,1200,1200,1100,1100,1100,1100,1100,1000,1000,1000,1000,1000,1000,1000,900,900,900,900,900,900,900,900,800,800,800,800,800,800,800,800,800,800,800
95000,4500,4500,4500,4500,4500,4400,2900,2700,2400,2300,2100,2000,1900,1800,1700,1700,1600,1600,1500,1500,1400,1400,1300,1300,1300,1300,1200,1200,1200,1200,1100,1100,1100,1100,1100,1000,1000,1000,1000,1000,1000,900,900,900,900,900,900,900,900,900,800,800,800,800,800,800,800,800,800,800
96000,4600,4500,4500,4500,4500,4500,3000,2700,2500,2300,2200,2000,1900,1900,1800,1700,1600,1600,1500,1500,1400,1400,1400,1300,1300,1300,1200,1200,1200,1200,1100,1100,1100,1100,1100,1000,1000,1000,1000,1000,1000,1000,900,900,900,900,900,900,900,900,900,800,800,800,800,800,800,800,800,800
97000,4600,4600,4500,4500,4500,4500,3000,2700,2500,2300,2200,2100,2000,1900,1800,1700,1700,1600,1500,1500,1500,1400,1400,1300,1300,1300,1300,1200,1200,1200,1200,1100,1100,1100,1100,1100,1000,1000,1000,1000,1000,1000,1000,900,900,900,900,900,900,900,900,900,800,800,800,800,800,800,800,800
98000,4700,4600,4600,4600,4600,4600,3000,2700,2500,2300,2200,2100,2000,1900,1800,1700,1700,1600,1600,1500,1500,1400,1400,1400,1300,1300,1300,1200,1200,1200,1200,1100,1100,1100,1100,1100,1100,1000,1000,1000,1000,1000,1000,1000,900,900,900,900,900,900,900,900,900,800,800,800,800,800,800,800
99000,4700,4700,4700,4600,4600,4600,3100,2800,2500,2400,2200,2100,2000,1900,1800,1800,1700,1600,1600,1500,1500,1400,1400,1400,1300,1300,1300,1300,1200,1200,1200,1200,1100,1100,1100,1100,1100,1000,1000,1000,1000,1000,1000,1000,1000,900,900,900,900,900,900,900,900,900,800,800,800,800,800,800
100000,4700,4700,4700,4700,4700,4700,3100,2800,2600,2400,2300,2100,2000,1900,1800,1800,1700,1600,1600,1500,1500,1500,1400,1400,1400,1300,1300,1300,1200,1200,1200,1200,1200,1100,1100,1100,1100,1100,1000,1000,1000,1000,1000,1000,1000,900,900,900,900,900,900,900,900,900,900,800,800,800,800,800
101000,4800,4800,4800,4700,4700,4700,3100,2800,2600,2400,2300,2100,2000,1900,1900,1800,1700,1700,1600,1600,1500,1500,1400,1400,1400,1300,1300,1300,1300,1200,1200,1200,1200,1100,1100,1100,1100,1100,1100,1000,1000,1000,1000,1000,1000,1000,900,900,900,900,900,900,900,900,900,900,800,800,800,800
102000,4800,4800,4800,4800,4800,4700,3100,2800,2600,2400,2300,2200,2100,2000,1900,1800,1700,1700,1600,1600,1500,1500,1500,1400,1400,1300,1300,1300,1300,1200,1200,1200,1200,1200,1100,1100,1100,1100,1100,1100,1000,1000,1000,1000,1000,1000,1000,900,900,900,900,900,900,900,900,900,900,800,800,800
103000,4900,4800,4800,4800,4800,4800,3200,2900,2600,2500,2300,2200,2100,2000,1900,1800,1800,1700,1600,1600,1500,1500,1500,1400,1400,1400,1300,1300,1300,1300,1200,1200,1200,1200,1100,1100,1100,1100,1100,1100,1000,1000,1000,1000,1000,1000,1000,1000,900,900,900,900,900,900,900,900,900,900,800,800
104000,4900,4900,4900,4900,4800,4800,3200,2900,2700,2500,2300,2200,2100,2000,1900,1800,1800,1700,1700,1600,1600,1500,1500,1400,1400,1400,1300,1300,1300,1300,1200,1200,1200,1200,1200,1100,1100,1100,1100,1100,1100,1000,1000,1000,1000,1000,1000,1000,1000,900,900,900,900,900,900,900,900,900,900,800
105000,5000,4900,4900,4900,4900,4900,3200,2900,2700,2500,2300,2200,2100,2000,1900,1900,1800,1700,1700,1600,1600,1500,1500,1500,1400,1400,1400,1300,1300,1300,1300,1200,1200,1200,1200,1100,1100,1100,1100,1100,1100,1100,1000,1000,1000,1000,1000,1000,1000,1000,900,900,900,900,900,900,900,900,900,900
106000,5000,5000,5000,5000,4900,4900,3300,3000,2700,2500,2400,2300,2100,2000,2000,1900,1800,1700,1700,1600,1600,1600,1500,1500,1400,1400,1400,1300,1300,1300,1300,1200,1200,1200,1200,1200,1100,1100,1100,1100,1100,1100,1000,1000,1000,1000,1000,1000,1000,1000,900,900,900,900,900,900,900,900,900,900
107000,5000,5000,5000,5000,5000,5000,3300,3000,2700,2500,2400,2300,2100,2100,2000,1900,1800,1800,1700,1700,1600,1600,1500,1500,1400,1400,1400,1400,1300,1300,1300,1300,1200,1200,1200,1200,1200,1100,1100,1100,1100,1100,1100,1000,1000,1000,1000,1000,1000,1000,1000,900,900,900,900,900,900,900,900,900
108000,5100,5100,5100,5100,5000,5000,3300,3000,2800,2600,2400,2300,2200,2100,2000,1900,1800,1800,1700,1700,1600,1600,1500,1500,1500,1400,1400,1400,1300,1300,1300,1300,1200,1200,1200,1200,1200,1100,1100,1100,1100,1100,1100,1100,1000,1000,1000,1000,1000,1000,1000,1000,900,900,900,900,900,900,900,900
109000,5100,5100,5100,5100,5100,5100,3400,3000,2800,2600,2400,2300,2200,2100,2000,1900,1900,1800,1700,1700,1600,1600,1600,1500,1500,1400,1400,1400,1400,1300,1300,1300,1300,1200,1200,1200,1200,1200,1100,1100,1100,1100,1100,1100,1100,1000,1000,1000,1000,1000,1000,1000,1000,900,900,900,900,900,900,900
110000,5200,5200,5200,5100,5100,5100,3400,3100,2800,2600,2500,2300,2200,2100,2000,1900,1900,1800,1800,1700,1700,1600,1600,1500,1500,1500,1400,1400,1400,1300,1300,1300,1300,1200,1200,1200,1200,1200,1200,1100,1100,1100,1100,1100,1100,1000,1000,1000,1000,1000,1000,1000,1000,1000,900,900,900,900,900,900
111000,5200,5200,5200,5200,5200,5200,3400,3100,2800,2700,2500,2400,2200,2100,2000,2000,1900,1800,1800,1700,1700,1600,1600,1500,1500,1500,1400,1400,1400,1400,1300,1300,1300,1300,1200,1200,1200,1200,1200,1100,1100,1100,1100,1100,1100,1100,1000,1000,1000,1000,1000,1000,1000,1000,1000,900,900,900,900,900
112000,5300,5200,5200,5200,5200,5200,3400,3100,2900,2700,2500,2400,2300,2200,2100,2000,1900,1800,1800,1700,1700,1600,1600,1600,1500,1500,1500,1400,1400,1400,1300,1300,1300,1300,1200,1200,1200,1200,1200,1200,1100,1100,1100,1100,1100,1100,1100,1000,1000,1000,1000,1000,1000,1000,1000,1000,900,900,900,900
113000,5300,5300,5300,5300,5200,5200,3500,3100,2900,2700,2500,2400,2300,2200,2100,2000,1900,1900,1800,1700,1700,1600,1600,1600,1500,1500,1500,1400,1400,1400,1400,1300,1300,1300,1300,1200,1200,1200,1200,1200,1200,1100,1100,1100,1100,1100,1100,1100,1000,1000,1000,1000,1000,1000,1000,1000,1000,900,900,900
114000,5400,5400,5300,5300,5300,5300,3500,3200,2900,2700,2600,2400,2300,2200,2100,2000,1900,1900,1800,1800,1700,1700,1600,1600,1500,1500,1500,1400,1400,1400,1400,1300,1300,1300,1300,1300,1200,1200,1200,1200,1200,1100,1100,1100,1100,1100,1100,1100,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,900,900
115000,5400,5400,5400,5400,5400,5300,3500,3200,2900,2700,2600,2400,2300,2200,2100,2000,2000,1900,1800,1800,1700,1700,1600,1600,1600,1500,1500,1500,1400,1400,1400,1400,1300,1300,1300,1300,1200,1200,1200,1200,1200,1200,1100,1100,1100,1100,1100,1100,1100,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,900
116000,5400,5400,5400,5400,5400,5400,3600,3200,3000,2800,2600,2500,2300,2200,2100,2100,2000,1900,1800,1800,1700,1700,1700,1600,1600,1500,1500,1500,1400,1400,1400,1400,1300,1300,1300,1300,1300,1200,1200,1200,1200,1200,1100,1100,1100,1100,1100,1100,1100,1100,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
117000,5500,5500,5500,5400,5400,5400,3600,3200,3000,2800,2600,2500,2400,2200,2100,2100,2000,1900,1900,1800,1800,1700,1700,1600,1600,1500,1500,1500,1500,1400,1400,1400,1400,1300,1300,1300,1300,1200,1200,1200,1200,1200,1200,1100,1100,1100,1100,1100,1100,1100,1100,1000,1000,1000,1000,1000,1000,1000,1000,1000
118000,5500,5500,5500,5500,5500,5500,3600,3300,3000,2800,2600,2500,2400,2300,2200,2100,2000,1900,1900,1800,1800,1700,1700,1600,1600,1600,1500,1500,1500,1400,1400,1400,1400,1300,1300,1300,1300,1300,1200,1200,1200,1200,1200,1200,1100,1100,1100,1100,1100,1100,1100,1100,1000,1000,1000,1000,1000,1000,1000,1000
119000,5600,5600,5600,5500,5500,5500,3700,3300,3000,2800,2700,2500,2400,2300,2200,2100,2000,2000,1900,1800,1800,1700,1700,1700,1600,1600,1500,1500,1500,1500,1400,1400,1400,1400,1300,1300,1300,1300,1200,1200,1200,1200,1200,1200,1200,1100,1100,1100,1100,1100,1100,1100,1000,1000,1000,1000,1000,1000,1000,1000
120000,5600,5600,5600,5600,5600,5600,3700,3300,3100,2900,2700,2500,2400,2300,2200,2100,2000,2000,1900,1900,1800,1800,1700,1700,1600,1600,1600,1500,1500,1500,1400,1400,1400,1400,1300,1300,1300,1300,1300,1200,1200,1200,1200,1200,1200,1100,1100,1100,1100,1100,1100,1100,1100,1000,1000,1000,1000,1000,1000,1000
121000,5700,5700,5700,5600,5600,5600,3700,3400,3100,2900,2700,2600,2400,2300,2200,2100,2100,2000,1900,1900,1800,1800,1700,1700,1600,1600,1600,1500,1500,1500,1400,1400,1400,1400,1400,1300,1300,1300,1300,1300,1200,1200,1200,1200,1200,1200,1100,1100,1100,1100,1100,1100,1100,1100,1000,1000,1000,1000,1000,1000
122000,5700,5700,5700,5700,5700,5700,3700,3400,3100,2900,2700,2600,2500,2300,2200,2200,2100,2000,1900,1900,1800,1800,1700,1700,1700,1600,1600,1600,1500,1500,1500,1400,1400,1400,1400,1300,1300,1300,1300,1300,1200,1200,1200,1200,1200,1200,1200,1100,1100,1100,1100,1100,1100,1100,1100,1000,1000,1000,1000,1000
123000,5800,5800,5700,5700,5700,5700,3800,3400,3100,2900,2700,2600,2500,2400,2300,2200,2100,2000,2000,1900,1800,1800,1800,1700,1700,1600,1600,1600,1500,1500,1500,1400,1400,1400,1400,1400,1300,1300,1300,1300,1300,1200,1200,1200,1200,1200,1200,1100,1100,1100,1100,1100,1100,1100,1100,1100,1000,1000,1000,1000
124000,5800,5800,5800,5800,5800,5700,3800,3400,3200,3000,2800,2600,2500,2400,2300,2200,2100,2000,2000,1900,1900,1800,1800,1700,1700,1600,1600,1600,1500,1500,1500,1500,1400,1400,1400,1400,1300,1300,1300,1300,1300,1200,1200,1200,1200,1200,1200,1200,1100,1100,1100,1100,1100,1100,1100,1100,1100,1000,1000,1000
125000,5900,5900,5800,5800,5800,5800,3800,3500,3200,3000,2800,2600,2500,2400,2300,2200,2100,2100,2000,1900,1900,1800,1800,1700,1700,1700,1600,1600,1600,1500,1500,1500,1400,1400,1400,1400,1400,1300,1300,1300,1300,1300,1200,1200,1200,1200,1200,1200,1200,1100,1100,1100,1100,1100,1100,1100,1100,1000,1000,1000
126000,5900,5900,5900,5900,5900,5800,3900,3500,3200,3000,2800,2700,2500,2400,2300,2200,2100,2100,2000,1900,1900,1800,1800,1800,1700,1700,1600,1600,1600,1500,1500,1500,1500,1400,1400,1400,1400,1300,1300,1300,1300,1300,1300,1200,1200,1200,1200,1200,1200,1200,1100,1100,1100,1100,1100,1100,1100,1100,1000,1000
127000,6000,5900,5900,5900,5900,5900,3900,3500,3300,3000,2800,2700,2600,2400,2300,2200,2200,2100,2000,2000,1900,1900,1800,1800,1700,1700,1600,1600,1600,1600,1500,1500,1500,1400,1400,1400,1400,1400,1300,1300,1300,1300,1300,1200,1200,1200,1200,1200,1200,1200,1100,1100,1100,1100,1100,1100,1100,1100,1100,1000
128000,6000,6000,5900,5900,5900,5900,3900,3500,3300,3000,2900,2700,2600,2500,2400,2300,2200,2100,2000,2000,1900,1900,1800,1800,1700,1700,1700,1600,1600,1600,1500,1500,1500,1500,1400,1400,1400,1400,1300,1300,1300,1300,1300,1300,1200,1200,1200,1200,1200,1200,1200,1100,1100,1100,1100,1100,1100,1100,1100,1100
129000,6000,6000,6000,6000,6000,5900,3900,3600,3300,3100,2900,2700,2600,2500,2400,2300,2200,2100,2100,2000,1900,1900,1800,1800,1800,1700,1700,1600,1600,1600,1500,1500,1500,1500,1400,1400,1400,1400,1400,1300,1300,1300,1300,1300,1300,1200,1200,1200,1200,1200,1200,1200,1100,1100,1100,1100,1100,1100,1100,1100
130000,6100,6100,6100,6000,6000,6000,4000,3600,3300,3100,2900,2700,2600,2500,2400,2300,2200,2100,2100,2000,2000,1900,1900,1800,1800,1700,1700,1700,1600,1600,1600,1500,1500,1500,1500,1400,1400,1400,1400,1300,1300,1300,1300,1300,1300,1200,1200,1200,1200,1200,1200,1200,1100,1100,1100,1100,1100,1100,1100,1100
131000,6200,6100,6100,6100,6100,6100,4000,3600,3400,3100,2900,2800,2600,2500,2400,2300,2200,2200,2100,2000,2000,1900,1900,1800,1800,1700,1700,1700,1600,1600,1600,1500,1500,1500,1500,1400,1400,1400,1400,1400,1300,1300,1300,1300,1300,1300,1200,1200,1200,1200,1200,1200,1200,1100,1100,1100,1100,1100,1100,1100
132000,6200,6200,6100,6100,6100,6100,4000,3700,3400,3100,3000,2800,2700,2500,2400,2300,2200,2200,2100,2000,2000,1900,1900,1800,1800,1800,1700,1700,1600,1600,1600,1600,1500,1500,1500,1500,1400,1400,1400,1400,1400,1300,1300,1300,1300,1300,1300,1200,1200,1200,1200,1200,1200,1200,1100,1100,1100,1100,1100,1100
133000,6200,6200,6200,6100,6100,6100,4100,3700,3400,3200,3000,2800,2700,2600,2400,2400,2300,2200,2100,2100,2000,1900,1900,1900,1800,1800,1700,1700,1700,1600,1600,1600,1500,1500,1500,1500,1400,1400,1400,1400,1400,1300,1300,1300,1300,1300,1300,1200,1200,1200,1200,1200,1200,1200,1200,1100,1100,1100,1100,1100
134000,6200,6200,6200,6200,6200,6200,4100,3700,3400,3200,3000,2800,2700,2600,2500,2400,2300,2200,2100,2100,2000,2000,1900,1900,1800,1800,1700,1700,1700,1600,1600,1600,1600,1500,1500,1500,1500,1400,1400,1400,1400,1400,1300,1300,1300,1300,1300,1300,1200,1200,1200,1200,1200,1200,1200,1200,1100,1100,1100,1100
135000,6300,6300,6300,6300,6300,6200,4100,3700,3400,3200,3000,2900,2700,2600,2500,2400,2300,2200,2200,2100,2000,2000,1900,1900,1800,1800,1800,1700,1700,1700,1600,1600,1600,1500,1500,1500,1500,1400,1400,1400,1400,1400,1300,1300,1300,1300,1300,1300,1300,1200,1200,1200,1200,1200,1200,1200,1100,1100,1100,1100
136000,6400,6400,6300,6300,6300,6300,4200,3800,3500,3200,3100,2900,2700,2600,2500,2400,2300,2200,2200,2100,2000,2000,1900,1900,1800,1800,1800,1700,1700,1700,1600,1600,1600,1500,1500,1500,1500,1500,1400,1400,1400,1400,1400,1300,1300,1300,1300,1300,1300,1200,1200,1200,1200,1200,1200,1200,1200,1100,1100,1100
137000,6400,6400,6400,6300,6300,6300,4200,3800,3500,3300,3100,2900,2800,2600,2500,2400,2300,2300,2200,2100,2100,2000,2000,1900,1900,1800,1800,1700,1700,1700,1600,1600,1600,1600,1500,1500,1500,1500,1400,1400,1400,1400,1400,1300,1300,1300,1300,1300,1300,1300,1200,1200,1200,1200,1200,1200,1200,1200,1100,1100
138000,6500,6400,6400,6400,6400,6400,4200,3800,3500,3300,3100,2900,2800,2600,2500,2400,2400,2300,2200,2100,2100,2000,2000,1900,1900,1800,1800,1800,1700,1700,1700,1600,1600,1600,1500,1500,1500,1500,1500,1400,1400,1400,1400,1400,1300,1300,1300,1300,1300,1300,1200,1200,1200,1200,1200,1200,1200,1200,1200,1100
139000,6500,6500,6500,6400,6400,6400,4200,3900,3500,3300,3100,2900,2800,2700,2600,2500,2400,2300,2200,2200,2100,2000,2000,1900,1900,1800,1800,1800,1700,1700,1700,1600,1600,1600,1600,1500,1500,1500,1500,1400,1400,1400,1400,1400,1400,1300,1300,1300,1300,1300,1300,1200,1200,1200,1200,1200,1200,1200,1200,1100
140000,6500,6500,6500,6500,6500,6400,4300,3900,3600,3300,3100,3000,2800,2700,2600,2500,2400,2300,2200,2200,2100,2000,2000,1900,1900,1900,1800,1800,1700,1700,1700,1700,1600,1600,1600,1500,1500,1500,1500,1500,1400,1400,1400,1400,1400,1300,1300,1300,1300,1300,1300,1300,1200,1200,1200,1200,1200,1200,1200,1200
141000,6600,6600,6500,6500,6500,6500,4300,3900,3600,3400,3100,3000,2800,2700,2600,2500,2400,2300,2200,2200,2100,2100,2000,2000,1900,1900,1800,1800,1800,1700,1700,1700,1600,1600,1600,1600,1500,1500,1500,1500,1400,1400,1400,1400,1400,1400,1300,1300,1300,1300,1300,1300,1300,1200,1200,1200,1200,1200,1200,1200
