"Name","TID","InfoTitleTID","InfoTID","NPCGreetingTID","ConstructionTech","BuildingClass","ShopBuildingClass","GroundLayer","IconSWF","XP","SCW","SCWUpgrade","SCWConstruction","SCWConstructionExtra","SCWClaim","SCWUiBase","CollisionShape","Scale","BeginBuildResource","BeginBuildCost","BuildResource1","BuildCost1","BuildResource2","BuildCost2","BuildResource3","BuildCost3","BuildResource4","BuildCost4","BuildResource5","BuildCost5","BuildResource6","BuildCost6","MoveResource","ColorizeMaterials","MoveCost","TownHallLevel","CastleLevel","Width","Height","WalkableBorder","IgnoreAdjacentBuildingSpace","ObstacleGrowthDistance","Icon","MaxStoredWood","MaxStoredBread","MaxStoredStone","MaxStoredFood","MaxStoredClay","MaxStoredPotionIngredient1","MaxStoredPotionIngredient2","MaxStoredPotionIngredient3","MaxStoredPotionIngredient4","MaxStoredPotionIngredient5","MaxStoredPotionIngredient6","MaxStoredCoins","MaxStoredWool","MaxStoredWheat","MaxStoredBerry","MaxStoredMushroom","MaxStoredEgg","MaxStoredMushroomPie","MaxStoredBerryCake","MaxStoredFish","MaxStoredCotton","MaxStoredIndigo","MaxStoredSugar","MaxStoredSalt","MaxStoredSugarApple","MaxStoredHoneyCookie","MaxStoredFishPie","MaxStoredApplePie","MaxStoredCakeRoyale","MaxStoredSaltedFish","MaxStoredSaltPot","MaxStoredHoneyPot","MaxStoredAppleJam","MaxStoredSweetHerring","MaxStoredDyeRed","MaxStoredDyeYellow","MaxStoredDyeBlue","MaxStoredDyeGreen","MaxStoredDyeOrange","MaxStoredDyePurple","MaxStoredDyeRainbow","MaxStoredPlushie","MaxStoredRuneGame","MaxStoredWoodenDuck","MaxStoredMarbles","MaxStoredWoodenDoll","MaxStoredSocks","MaxStoredTrousers","MaxStoredHat","MaxStoredTunic","MaxStoredShirt","MaxStoredDress","MaxStoredJacket","MaxStoredRainbowSuit","MaxStoredFigurine","MaxStoredPottery","MaxStoredStatuette","MaxStoredAppleJuice","MaxStoredFlour","MaxStoredHoney","MaxStoredApple","StartingResourcePercent","Profession","MaxWorkers","MaxRequestedWorkers","MaxAutomaticallyProducedResources","ProducesResource","ResourceBatchSeconds","ResourceBatchSize","AutomaticResourceBatchSeconds","ResourceMax","InputResource","InputResourceType","InputPerBatch","HarvestResource","WorkPos1","WorkAnim1","WorkPos2","WorkAnim2","PickUpEffect","PlacingEffect","RedMul","GreenMul","BlueMul","RedAdd","GreenAdd","BlueAdd","AmountCanBeUpgraded","Workers","SpawnResourceData","SpawnResourcePlantSeconds","SpawnResourceGrowSeconds","SpawnResourceHarvestSeconds","SpawnCount","SpawnPos1","SpawnPos2","SpawnPos3","SpawnPos4","Passable","SpeedPercentage","RandomDirection","RandomYaw","RandomPitch","RandomScale","RandomBaseDirection","RandomBaseYaw","StoredResourceNodePrefix","RequestAmount","RequestExpiryMinutes","RequestCooldownMinutes","DonationLimit","DonationSeconds","ConstantEffect","Specialty","MaxSpecialtyLevel","GoldCost","Service","ServiceButtonMini","ServiceButtonTab","CraftingSlots","CraftingQueue","NPC","EffectActivePos","EffectActiveName","EffectBoostPos","EffectBoostName","EffectBoostScalePercent","IconCameraZoom","IconCameraY","UIBackgroundExportName","UpgradeSignX","UpgradeSignY","UpgradeSignZ","UpgradeSignScale","LocationSound","AnimationAlwaysOn","VillageTaskProvider","SCWUnconstructed","TerrainHoleSize","DefaultTradePartner","PremiumTradePartner","TouchEffect"
,,,,,,,,,,1,"sc3d/bldn_tailor_lv2_geo.glb",,,"sc3d/bldn_construction_upgrade_01_geo.glb",,,,,,,"Coins",1800,"Clay",440,"Wood",600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1,"sc3d/bldn_tailor_lv3_geo.glb",,,,,,,,,,"Coins",15000,"Clay",3600,"Brick",1320,"Stone",2800,"Wood",3700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100,,,,,,,,,,,,,,,,,,,,,
"NationPotionMaker","TID_NATION_BUILDING_POTION_MAKER","TID_INFO_TITLE_VALLEY_CRAFTING","TID_NATION_BUILDING_POTION_MAKER_INFO",,1,"Resource",,,,1,"sc3d/bldn_potions_house_lv1_geo.glb",,"sc3d/bldn_construction_geo.glb",,"sc3d/bldn_building_claim_geo.glb","sc3d/ui_base_valley_geo.glb","Academy",100,,,"Coins",660,"Clay",160,"Wood",220,,,,,,,,,,,,24,24,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Student",,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,"Valley_Idle_houseofpotions",,,,"ToolCrafting","button_potion_maker_mini","button_potion_maker_tab",1,100,"PotionMaker","pos_effect_potion","PotionPot",,"Nation_building_boost_generic",2000,300,170,,706,-966,72,500,"Valley_Tap_Houseofpotions",,"false",,0,,,"Valley_Tap_houseofpotions"
,,,,,,,,,,1,"sc3d/bldn_potions_house_lv2_geo.glb",,,"sc3d/bldn_construction_upgrade_01_geo.glb",,,,,,,"Coins",3800,"Stone",930,"Clay",850,"Wood",1130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1,"sc3d/bldn_potions_house_lv3_geo.glb",,,,,,,,,,"Coins",11000,"Stone",2600,"Clay",2400,"Wood",3200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100,,,,,,,,,,,,,,,,,,,,,
"NationCannery","TID_NATION_BUILDING_CANNERY","TID_INFO_TITLE_VALLEY_CRAFTING","TID_NATION_BUILDING_CANNERY_INFO",,1,"Resource",,,,1,"sc3d/bldn_pottery_preserves_lv1_geo.glb",,"sc3d/bldn_construction_geo.glb",,"sc3d/bldn_building_claim_geo.glb","sc3d/ui_base_valley_geo.glb","Academy",100,,,"Coins",5800,"Clay",1420,"Stone",1270,"Wood",1710,,,,,,,,,,24,24,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Student",,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,"ResourceCrafting","button_food_cannery_mini","button_food_cannery_tab",1,100,"Preservist",,,,"Nation_building_boost_generic",2000,300,124,,668,-800,-9,500,"Valley_Tap_Preserves",,"false",,0,,,"Valley_Tap_preserves"
,,,,,,,,,,1,"sc3d/bldn_pottery_preserves_lv2_geo.glb",,,"sc3d/bldn_construction_upgrade_01_geo.glb",,,,,,,"Coins",10000,"Clay",2400,"Stone",2100,"Wood",2900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1,"sc3d/bldn_pottery_preserves_lv3_geo.glb",,,,,,,,,,"Coins",15000,"Brick",1540,"Clay",3400,"Stone",3000,"Wood",3900,"IronBar",480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100,,,,,,,,,,,,,,,,,,,,,
"NationDyeShop","TID_NATION_BUILDING_DYESHOP","TID_INFO_TITLE_VALLEY_CRAFTING","TID_NATION_BUILDING_DYESHOP_INFO",,1,"Resource",,,,1,"sc3d/bldn_dye_shop_lv1_geo.glb",,"sc3d/bldn_construction_geo.glb",,"sc3d/bldn_building_claim_geo.glb","sc3d/ui_base_valley_geo.glb","Academy",100,,,"Coins",22000,"Brick",2200,"Stone",4800,"Plank",2100,"Wood",5700,"Clay",3200,,,,,,24,24,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Student",,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,"ResourceCrafting","button_potion_maker_mini","button_potion_maker_tab",1,100,"DyeMaker",,,,"Nation_building_boost_generic",2000,300,124,,692,-769,-90,500,"Valley_Tap_Dye_Shop",,"false",,0,,,"Valley_Tap_dye_shop"
,,,,,,,,,,1,"sc3d/bldn_dye_shop_lv2_geo.glb",,,"sc3d/bldn_construction_upgrade_01_geo.glb",,,,,,,"Coins",24000,"Brick",2400,"IronBar",1130,"Plank",2300,"Wood",6200,"Clay",3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1,"sc3d/bldn_dye_shop_lv3_geo.glb",,,,,,,,,,"Coins",31000,"Brick",3100,"Nails",380,"Plank",2900,"Wood",8000,"IronBar",980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100,,,,,,,,,,,,,,,,,,,,,
"NationToyWorkshop","TID_NATION_BUILDING_TOYWORKSHOP","TID_INFO_TITLE_VALLEY_CRAFTING","TID_NATION_BUILDING_TOYWORKSHOP_INFO",,1,"Resource",,,,1,"sc3d/bldn_toy_workshop_lv1_geo.glb",,"sc3d/bldn_construction_geo.glb",,"sc3d/bldn_building_claim_geo.glb","sc3d/ui_base_valley_geo.glb","Academy",100,,,"Coins",28000,"Nails",380,"IronBar",1300,"Wood",8000,"Stone",4700,"Brick",1680,,,,,,24,24,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Student",,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,"ResourceCrafting","button_toy_shop_mini","button_toy_shop_tab",1,100,"ToyMaker",,,,"Nation_building_boost_generic",2000,300,140,,742,-802,-22,500,"Valley_Tap_Toy_Workshop",,"false",,0,,,"Valley_Tap_toy_workshop"
,,,,,,,,,,1,"sc3d/bldn_toy_workshop_lv2_geo.glb",,,"sc3d/bldn_construction_upgrade_01_geo.glb",,,,,,,"Coins",31000,"Plank",3700,"Clay",6900,"Nails",340,"IronBar",1140,"Brick",1890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1,"sc3d/bldn_toy_workshop_lv3_geo.glb",,,,,,,,,,"Coins",34000,"ReinforcedPlank",380,"Clay",7000,"Wood",10000,"IronBar",1240,"Brick",2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100,,,,,,,,,,,,,,,,,,,,,
"NationFishingSpot","TID_NATION_BUILDING_FISHINGSPOT","TID_INFO_TITLE_VALLEY_PRODUCTION","TID_NATION_BUILDING_FISHINGSPOT_INFO","TID_GREETING_FISHING_SPOT",1,"Resource",,,,1,"sc3d/bldn_fishing_pond_geo.glb",,"sc3d/bldn_construction_sea_geo.glb",,"sc3d/bldn_building_claim_geo.glb","sc3d/ui_base_valley_geo.glb","Field_Fishing",100,,,"Coins",13000,"Stone",3200,"Wood",4400,"Clay",2600,,,,,,,,,,24,24,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fisher",,100,,"Fish",32400,18,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,"Valley_Idle_fish",,,,"ProductionArea","button_fishing_site_mini","button_fishing_site_tab",,,"Fisher",,,,"Nation_building_boost_generic",2000,250,0,"bg_image_valley_fishing",-878,-2048,172,500,"Valley_Tap_Fish",,"false",,0,,,"Valley_Tap_fish"
"NationCottonField","TID_NATION_BUILDING_COTTONFIELD","TID_INFO_TITLE_VALLEY_PRODUCTION","TID_NATION_BUILDING_COTTONFIELD_INFO","TID_GREETING_COTTON_FIELD",1,"Resource",,,,1,"sc3d/bldn_cotton_geo.glb",,"sc3d/bldn_construction_fields_geo.glb",,"sc3d/bldn_building_claim_geo.glb","sc3d/ui_base_valley_geo.glb","Field_Cotton",100,,,"Coins",3100,"Wood",1150,"Clay",690,,,,,,,,,,,,24,24,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cottonfarmer",,100,,"Cotton",25200,21,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,"Valley_Idle_cotton",,,,"ProductionArea","button_cotton_field_mini","button_cotton_field_tab",,,"Farmers",,,,"Nation_building_boost_generic",2000,433,0,"bg_image_valley_cotton_field",752,-670,76,500,"Valley_Tap_Cotton",,"false",,0,,,"Valley_Tap_cotton"
"NationIndigoField","TID_NATION_BUILDING_INDIGOFIELD","TID_INFO_TITLE_VALLEY_PRODUCTION","TID_NATION_BUILDING_INDIGOFIELD_INFO","TID_GREETING_INDIGO_FIELD",1,"Resource",,,,1,"sc3d/bldn_indigo_geo.glb",,"sc3d/bldn_construction_fields_geo.glb",,"sc3d/bldn_building_claim_geo.glb","sc3d/ui_base_valley_geo.glb","Field_Indigo",100,,,"Coins",25000,"Plank",2900,"Clay",5500,"Brick",2000,"Wood",6400,,,,,,,,24,24,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Indigofarmer",,100,,"Indigo",14400,30,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,"ProductionArea","button_indigo_field_mini","button_indigo_field_tab",,,"Farmers",,,,"Nation_building_boost_generic",2000,331,0,"bg_image_valley_indigo_field",949,-542,44,500,"Valley_Tap_Indigo",,"false",,0,,,"Valley_Tap_indigo"
"NationSugarField","TID_NATION_BUILDING_SUGARFIELD","TID_INFO_TITLE_VALLEY_PRODUCTION","TID_NATION_BUILDING_SUGARFIELD_INFO","TID_GREETING_SUGAR_FIELD",1,"Resource",,,,1,"sc3d/bldn_sugar_geo.glb",,"sc3d/bldn_construction_fields_geo.glb",,"sc3d/bldn_building_claim_geo.glb","sc3d/ui_base_valley_geo.glb","Field_Sugar",100,,,"Coins",10000,"Stone",2300,"Clay",2100,"Wood",2800,,,,,,,,,,24,24,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sugarfarmer",,100,,"Sugar",28800,20,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,"ProductionArea","button_sugar_field_mini","button_sugar_field_tab",,,"Farmers",,,,"Nation_building_boost_generic",2000,360,0,"bg_image_valley_sugar_field",1062,-552,379,500,"Valley_Tap_Sugar",,"false",,0,,,"Valley_Tap_sugar"
"NationSaltField","TID_NATION_BUILDING_SALTFIELD","TID_INFO_TITLE_VALLEY_PRODUCTION","TID_NATION_BUILDING_SALTFIELD_INFO","TID_GREETING_SALT_FIELD",1,"Resource",,,,1,"sc3d/bldn_salt_geo.glb",,"sc3d/bldn_construction_sea_salt_geo.glb",,"sc3d/bldn_building_claim_geo.glb","sc3d/ui_base_valley_geo.glb","Field_Salt",100,,,"Coins",5900,"Clay",1440,"Wood",1940,"Stone",1140,,,,,,,,,,24,24,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saltfarmer",,100,,"Salt",21600,24,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,"Valley_Idle_salt",,,,"ProductionArea","button_salt_field_mini","button_salt_field_tab",,,"Farmers",,,,"Nation_building_boost_generic",2000,300,0,"bg_image_valley_salt_field",232,0,-20,500,"Valley_Tap_Salt",,"false",,0,,,"Valley_Tap_salt"
"NationMonument01","TID_NATION_BUILDING_MONUMENT_01","TID_INFO_TITLE_MONUMENT","TID_NATION_BUILDING_MONUMENT_01_INFO",,1,"Resource",,,,1,"sc3d/bldn_wonder_lv1_geo.glb",,"sc3d/bldn_construction_geo.glb",,"sc3d/bldn_building_claim_geo.glb","sc3d/ui_base_valley_geo.glb","Windmill",100,,0,"Coins",1830,"Stone",450,"Clay",410,"Wood",540,,,,,,,,,,24,24,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,124,,1001,-1468,6,500,"Valley_Tap_Wonder",,"false",,0,,,"Valley_Tap_wonder"
,,,,,,,,,,0,"sc3d/bldn_wonder_lv2_geo.glb",,,"sc3d/bldn_construction_wonder_upgrade_geo.glb",,,,,,2,"Coins",2200,"Stone",530,"Wood",730,"Clay",430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,"sc3d/bldn_wonder_lv3_geo.glb",,,,,,,,,3,"Coins",2600,"Stone",620,"Clay",570,"Wood",750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,"sc3d/bldn_wonder_lv4_geo.glb",,,,,,,,,4,"Coins",2900,"Stone",710,"Wood",970,"Clay",570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,"sc3d/bldn_wonder_lv5_geo.glb",,,,,,,,,5,"Coins",3300,"Stone",800,"Clay",730,"Wood",970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,"sc3d/bldn_wonder_lv6_geo.glb",,,,,,,,,6,"Coins",3700,"Clay",900,"Stone",800,"Wood",1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,"sc3d/bldn_wonder_lv7_geo.glb",,,,,,,,,7,"Coins",4000,"Clay",990,"Wood",1330,"Stone",780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,"sc3d/bldn_wonder_lv8_geo.glb",,,,,,,,,8,"Coins",4400,"Clay",1080,"Stone",960,"Wood",1290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,"sc3d/bldn_wonder_lv9_geo.glb",,,,,,,,,9,"Coins",5100,"Wood",1880,"Stone",1120,"Clay",1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,"sc3d/bldn_wonder_lv10_geo.glb",,,,,,,,,10,"Coins",5800,"Wood",2100,"Stone",1280,"Clay",1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,"sc3d/bldn_wonder_lv11_geo.glb",,,,,,,,,11,"Coins",6600,"Stone",1600,"Clay",1450,"Wood",1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,"sc3d/bldn_wonder_lv12_geo.glb",,,,,,,,,12,"Coins",7000,"Stone",1780,"Brick",670,"Wood",2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,"sc3d/bldn_wonder_lv13_geo.glb",,,,,,,,,13,"Coins",8000,"Stone",1950,"Clay",1770,"Wood",2400,"Brick",570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,"sc3d/bldn_wonder_lv14_geo.glb",,,,,,,,,14,"Coins",9000,"Brick",890,"Stone",1920,"Wood",2600,"Clay",1510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,"sc3d/bldn_wonder_lv15_geo.glb",,,,,,,,,15,"Coins",10000,"Clay",2300,"Brick",860,"Stone",1850,"Wood",2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,"sc3d/bldn_wonder_lv16_geo.glb",,,,,,,,,16,"Coins",10000,"Wood",3800,"Brick",930,"Clay",2000,"Stone",1740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,"sc3d/bldn_wonder_lv17_geo.glb",,,,,,,,,17,"Coins",11000,"Stone",2700,"Clay",2400,"Brick",890,"Wood",2800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,"sc3d/bldn_wonder_lv18_geo.glb",,,,,,,,,18,"Coins",12000,"Brick",1200,"Stone",2600,"Clay",2300,"Wood",3100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,"sc3d/bldn_wonder_lv19_geo.glb",,,,,,,,,19,"Coins",13000,"Brick",1290,"Wood",4200,"Stone",2500,"Clay",2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,"sc3d/bldn_wonder_lv20_geo.glb",,,,,,,,,20,"Coins",14000,"IronBar",720,"Wood",4500,"Clay",2700,"Stone",2300,"Brick",830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
